[0.000000] (-) TimerEvent: {}
[0.002081] (-) JobUnselected: {'identifier': 'lidar_naive_l_shape_detect'}
[0.002184] (-) JobUnselected: {'identifier': 'lidar_point_pillars'}
[0.002212] (-) JobUnselected: {'identifier': 'lidar_shape_estimation'}
[0.002226] (-) JobUnselected: {'identifier': 'll2_global_planner'}
[0.002249] (-) JobUnselected: {'identifier': 'log_tools'}
[0.002264] (-) JobUnselected: {'identifier': 'map_file'}
[0.002638] (-) JobUnselected: {'identifier': 'map_tf_generator'}
[0.002832] (-) JobUnselected: {'identifier': 'map_tools'}
[0.002896] (-) JobUnselected: {'identifier': 'marker_downsampler'}
[0.002955] (-) JobUnselected: {'identifier': 'mpc_follower'}
[0.002994] (-) JobUnselected: {'identifier': 'mqtt_socket'}
[0.003020] (-) JobUnselected: {'identifier': 'multi_lidar_calibrator'}
[0.003087] (-) JobUnselected: {'identifier': 'naive_motion_predict'}
[0.003139] (-) JobUnselected: {'identifier': 'ndt_cpu'}
[0.003193] (-) JobUnselected: {'identifier': 'ndt_gpu'}
[0.003218] (-) JobUnselected: {'identifier': 'ndt_tku'}
[0.003246] (-) JobUnselected: {'identifier': 'obj_db'}
[0.003301] (-) JobUnselected: {'identifier': 'object_map'}
[0.003322] (-) JobUnselected: {'identifier': 'oculus_socket'}
[0.003336] (-) JobUnselected: {'identifier': 'op_global_planner'}
[0.003354] (-) JobUnselected: {'identifier': 'op_local_planner'}
[0.003368] (-) JobUnselected: {'identifier': 'op_planner'}
[0.003426] (-) JobUnselected: {'identifier': 'op_ros_helpers'}
[0.003441] (-) JobUnselected: {'identifier': 'op_simu'}
[0.003458] (-) JobUnselected: {'identifier': 'op_simulation_package'}
[0.003472] (-) JobUnselected: {'identifier': 'op_utilities'}
[0.003494] (-) JobUnselected: {'identifier': 'op_utility'}
[0.003523] (-) JobUnselected: {'identifier': 'pc2_downsampler'}
[0.003562] (-) JobUnselected: {'identifier': 'pcl_omp_registration'}
[0.003582] (-) JobUnselected: {'identifier': 'pixel_cloud_fusion'}
[0.003605] (-) JobUnselected: {'identifier': 'points2image'}
[0.003662] (-) JobUnselected: {'identifier': 'points_downsampler'}
[0.003676] (-) JobUnselected: {'identifier': 'points_preprocessor'}
[0.003710] (-) JobUnselected: {'identifier': 'pos_db'}
[0.003821] (-) JobUnselected: {'identifier': 'pure_pursuit'}
[0.003837] (-) JobUnselected: {'identifier': 'range_vision_fusion'}
[0.003854] (-) JobUnselected: {'identifier': 'road_occupancy_processor'}
[0.003888] (-) JobUnselected: {'identifier': 'roi_object_filter'}
[0.003914] (-) JobUnselected: {'identifier': 'ros_observer'}
[0.003967] (-) JobUnselected: {'identifier': 'rosbag_controller'}
[0.003987] (-) JobUnselected: {'identifier': 'rosinterface'}
[0.004001] (-) JobUnselected: {'identifier': 'runtime_manager'}
[0.004019] (-) JobUnselected: {'identifier': 'sound_player'}
[0.004033] (-) JobUnselected: {'identifier': 'state_machine_lib'}
[0.004235] (-) JobUnselected: {'identifier': 'system_monitor'}
[0.004384] (-) JobUnselected: {'identifier': 'tablet_socket'}
[0.004442] (-) JobUnselected: {'identifier': 'tablet_socket_msgs'}
[0.004496] (-) JobUnselected: {'identifier': 'trafficlight_recognizer'}
[0.004531] (-) JobUnselected: {'identifier': 'twist2odom'}
[0.004564] (-) JobUnselected: {'identifier': 'twist_filter'}
[0.004597] (-) JobUnselected: {'identifier': 'twist_gate'}
[0.004629] (-) JobUnselected: {'identifier': 'twist_generator'}
[0.004661] (-) JobUnselected: {'identifier': 'udon_socket'}
[0.004713] (-) JobUnselected: {'identifier': 'vector_map'}
[0.004762] (-) JobUnselected: {'identifier': 'vector_map_msgs'}
[0.004815] (-) JobUnselected: {'identifier': 'vector_map_server'}
[0.004861] (-) JobUnselected: {'identifier': 'vehicle_description'}
[0.004913] (-) JobUnselected: {'identifier': 'vehicle_engage_panel'}
[0.004959] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_interface'}
[0.004991] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_launcher'}
[0.005022] (-) JobUnselected: {'identifier': 'vehicle_model'}
[0.005054] (-) JobUnselected: {'identifier': 'vehicle_sim_model'}
[0.005806] (-) JobUnselected: {'identifier': 'vehicle_socket'}
[0.005845] (-) JobUnselected: {'identifier': 'vel_pose_diff_checker'}
[0.005896] (-) JobUnselected: {'identifier': 'vision_beyond_track'}
[0.005951] (-) JobUnselected: {'identifier': 'vision_darknet_detect'}
[0.005972] (-) JobUnselected: {'identifier': 'vision_lane_detect'}
[0.005986] (-) JobUnselected: {'identifier': 'vision_segment_enet_detect'}
[0.006004] (-) JobUnselected: {'identifier': 'vision_ssd_detect'}
[0.006018] (-) JobUnselected: {'identifier': 'way_planner'}
[0.006035] (-) JobUnselected: {'identifier': 'waypoint_maker'}
[0.006091] (-) JobUnselected: {'identifier': 'waypoint_planner'}
[0.006106] (-) JobUnselected: {'identifier': 'wf_simulator'}
[0.006125] (freespace_planner) JobQueued: {'identifier': 'freespace_planner', 'dependencies': OrderedDict([('autoware_build_flags', '/home/ros/autoware.ai/install/autoware_build_flags'), ('autoware_lanelet2_msgs', '/home/ros/autoware.ai/install/autoware_lanelet2_msgs'), ('autoware_msgs', '/home/ros/autoware.ai/install/autoware_msgs'), ('vector_map_msgs', '/home/ros/autoware.ai/install/vector_map_msgs'), ('amathutils_lib', '/home/ros/autoware.ai/install/amathutils_lib'), ('astar_search', '/home/ros/autoware.ai/install/astar_search'), ('vector_map', '/home/ros/autoware.ai/install/vector_map'), ('lanelet2_extension', '/home/ros/autoware.ai/install/lanelet2_extension'), ('libwaypoint_follower', '/home/ros/autoware.ai/install/libwaypoint_follower'), ('vector_map_server', '/home/ros/autoware.ai/install/vector_map_server'), ('map_file', '/home/ros/autoware.ai/install/map_file'), ('op_utility', '/home/ros/autoware.ai/install/op_utility'), ('op_planner', '/home/ros/autoware.ai/install/op_planner'), ('op_simu', '/home/ros/autoware.ai/install/op_simu'), ('op_ros_helpers', '/home/ros/autoware.ai/install/op_ros_helpers')])}
[0.006155] (freespace_planner) JobStarted: {'identifier': 'freespace_planner'}
[0.098291] (-) TimerEvent: {}
[0.170436] (freespace_planner) JobProgress: {'identifier': 'freespace_planner', 'progress': 'cmake'}
[0.171391] (freespace_planner) JobProgress: {'identifier': 'freespace_planner', 'progress': 'build'}
