[0.000000] (-) TimerEvent: {}
[0.001583] (-) JobUnselected: {'identifier': 'gazebo_imu_description'}
[0.001626] (-) JobUnselected: {'identifier': 'gazebo_world_description'}
[0.001641] (-) JobUnselected: {'identifier': 'glviewer'}
[0.001659] (-) JobUnselected: {'identifier': 'gnss'}
[0.001760] (-) JobUnselected: {'identifier': 'gnss_localizer'}
[0.001788] (-) JobUnselected: {'identifier': 'graph_tools'}
[0.001804] (-) JobUnselected: {'identifier': 'image_processor'}
[0.001828] (-) JobUnselected: {'identifier': 'imm_ukf_pda_track'}
[0.001843] (-) JobUnselected: {'identifier': 'integrated_viewer'}
[0.002200] (-) JobUnselected: {'identifier': 'kitti_box_publisher'}
[0.002215] (-) JobUnselected: {'identifier': 'kitti_launch'}
[0.002348] (-) JobUnselected: {'identifier': 'kitti_player'}
[0.002378] (-) JobUnselected: {'identifier': 'lane_planner'}
[0.002411] (-) JobUnselected: {'identifier': 'lanelet2_extension'}
[0.002471] (-) JobUnselected: {'identifier': 'lanelet_aisan_converter'}
[0.002627] (-) JobUnselected: {'identifier': 'lattice_planner'}
[0.002648] (-) JobUnselected: {'identifier': 'lgsvl_simulator_bridge'}
[0.002663] (-) JobUnselected: {'identifier': 'libvectormap'}
[0.002681] (-) JobUnselected: {'identifier': 'libwaypoint_follower'}
[0.002695] (-) JobUnselected: {'identifier': 'lidar_apollo_cnn_seg_detect'}
[0.002753] (-) JobUnselected: {'identifier': 'lidar_euclidean_cluster_detect'}
[0.002769] (-) JobUnselected: {'identifier': 'lidar_fake_perception'}
[0.002786] (-) JobUnselected: {'identifier': 'lidar_kf_contour_track'}
[0.002801] (-) JobUnselected: {'identifier': 'lidar_localizer'}
[0.002823] (-) JobUnselected: {'identifier': 'lidar_naive_l_shape_detect'}
[0.002873] (-) JobUnselected: {'identifier': 'lidar_point_pillars'}
[0.002894] (-) JobUnselected: {'identifier': 'lidar_shape_estimation'}
[0.002908] (-) JobUnselected: {'identifier': 'll2_global_planner'}
[0.002926] (-) JobUnselected: {'identifier': 'log_tools'}
[0.002981] (-) JobUnselected: {'identifier': 'map_file'}
[0.003002] (-) JobUnselected: {'identifier': 'map_tf_generator'}
[0.003017] (-) JobUnselected: {'identifier': 'map_tools'}
[0.003042] (-) JobUnselected: {'identifier': 'marker_downsampler'}
[0.003084] (-) JobUnselected: {'identifier': 'mpc_follower'}
[0.003098] (-) JobUnselected: {'identifier': 'mqtt_socket'}
[0.003116] (-) JobUnselected: {'identifier': 'multi_lidar_calibrator'}
[0.003131] (-) JobUnselected: {'identifier': 'naive_motion_predict'}
[0.003326] (-) JobUnselected: {'identifier': 'ndt_cpu'}
[0.003469] (-) JobUnselected: {'identifier': 'ndt_gpu'}
[0.003526] (-) JobUnselected: {'identifier': 'ndt_tku'}
[0.003579] (-) JobUnselected: {'identifier': 'obj_db'}
[0.003614] (-) JobUnselected: {'identifier': 'object_map'}
[0.003647] (-) JobUnselected: {'identifier': 'oculus_socket'}
[0.003680] (-) JobUnselected: {'identifier': 'op_global_planner'}
[0.003712] (-) JobUnselected: {'identifier': 'op_local_planner'}
[0.003744] (-) JobUnselected: {'identifier': 'op_planner'}
[0.003776] (-) JobUnselected: {'identifier': 'op_ros_helpers'}
[0.003807] (-) JobUnselected: {'identifier': 'op_simu'}
[0.003839] (-) JobUnselected: {'identifier': 'op_simulation_package'}
[0.003871] (-) JobUnselected: {'identifier': 'op_utilities'}
[0.003903] (-) JobUnselected: {'identifier': 'op_utility'}
[0.003934] (-) JobUnselected: {'identifier': 'pc2_downsampler'}
[0.003966] (-) JobUnselected: {'identifier': 'pcl_omp_registration'}
[0.003997] (-) JobUnselected: {'identifier': 'pixel_cloud_fusion'}
[0.004033] (-) JobUnselected: {'identifier': 'points2image'}
[0.004709] (-) JobUnselected: {'identifier': 'points_downsampler'}
[0.004735] (-) JobUnselected: {'identifier': 'points_preprocessor'}
[0.004765] (-) JobUnselected: {'identifier': 'pos_db'}
[0.004806] (-) JobUnselected: {'identifier': 'pure_pursuit'}
[0.004826] (-) JobUnselected: {'identifier': 'range_vision_fusion'}
[0.004841] (-) JobUnselected: {'identifier': 'road_occupancy_processor'}
[0.004860] (-) JobUnselected: {'identifier': 'roi_object_filter'}
[0.004918] (-) JobUnselected: {'identifier': 'ros_observer'}
[0.004934] (-) JobUnselected: {'identifier': 'rosbag_controller'}
[0.004952] (-) JobUnselected: {'identifier': 'rosinterface'}
[0.004966] (-) JobUnselected: {'identifier': 'runtime_manager'}
[0.004992] (-) JobUnselected: {'identifier': 'sound_player'}
[0.005029] (-) JobUnselected: {'identifier': 'state_machine_lib'}
[0.005050] (-) JobUnselected: {'identifier': 'system_monitor'}
[0.005065] (-) JobUnselected: {'identifier': 'tablet_socket'}
[0.005082] (-) JobUnselected: {'identifier': 'tablet_socket_msgs'}
[0.005097] (-) JobUnselected: {'identifier': 'trafficlight_recognizer'}
[0.005700] (-) JobUnselected: {'identifier': 'twist2odom'}
[0.005728] (-) JobUnselected: {'identifier': 'twist_filter'}
[0.005768] (-) JobUnselected: {'identifier': 'twist_gate'}
[0.005788] (-) JobUnselected: {'identifier': 'twist_generator'}
[0.005803] (-) JobUnselected: {'identifier': 'udon_socket'}
[0.005821] (-) JobUnselected: {'identifier': 'vector_map'}
[0.005936] (-) JobUnselected: {'identifier': 'vector_map_msgs'}
[0.005952] (-) JobUnselected: {'identifier': 'vector_map_server'}
[0.005967] (-) JobUnselected: {'identifier': 'vehicle_description'}
[0.005982] (-) JobUnselected: {'identifier': 'vehicle_engage_panel'}
[0.005997] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_interface'}
[0.006016] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_launcher'}
[0.006042] (-) JobUnselected: {'identifier': 'vehicle_model'}
[0.006083] (-) JobUnselected: {'identifier': 'vehicle_sim_model'}
[0.006104] (-) JobUnselected: {'identifier': 'vehicle_socket'}
[0.006119] (-) JobUnselected: {'identifier': 'vel_pose_diff_checker'}
[0.006137] (-) JobUnselected: {'identifier': 'vision_beyond_track'}
[0.006151] (-) JobUnselected: {'identifier': 'vision_darknet_detect'}
[0.006316] (-) JobUnselected: {'identifier': 'vision_lane_detect'}
[0.006353] (-) JobUnselected: {'identifier': 'vision_segment_enet_detect'}
[0.006377] (-) JobUnselected: {'identifier': 'vision_ssd_detect'}
[0.006392] (-) JobUnselected: {'identifier': 'way_planner'}
[0.006409] (-) JobUnselected: {'identifier': 'waypoint_maker'}
[0.006436] (-) JobUnselected: {'identifier': 'waypoint_planner'}
[0.006450] (-) JobUnselected: {'identifier': 'wf_simulator'}
[0.006472] (freespace_planner) JobQueued: {'identifier': 'freespace_planner', 'dependencies': OrderedDict([('autoware_build_flags', '/home/ros/autoware.ai/install/autoware_build_flags'), ('autoware_lanelet2_msgs', '/home/ros/autoware.ai/install/autoware_lanelet2_msgs'), ('autoware_msgs', '/home/ros/autoware.ai/install/autoware_msgs'), ('vector_map_msgs', '/home/ros/autoware.ai/install/vector_map_msgs'), ('amathutils_lib', '/home/ros/autoware.ai/install/amathutils_lib'), ('astar_search', '/home/ros/autoware.ai/install/astar_search'), ('vector_map', '/home/ros/autoware.ai/install/vector_map'), ('lanelet2_extension', '/home/ros/autoware.ai/install/lanelet2_extension'), ('libwaypoint_follower', '/home/ros/autoware.ai/install/libwaypoint_follower'), ('vector_map_server', '/home/ros/autoware.ai/install/vector_map_server'), ('map_file', '/home/ros/autoware.ai/install/map_file'), ('op_utility', '/home/ros/autoware.ai/install/op_utility'), ('op_planner', '/home/ros/autoware.ai/install/op_planner'), ('op_simu', '/home/ros/autoware.ai/install/op_simu'), ('op_ros_helpers', '/home/ros/autoware.ai/install/op_ros_helpers')])}
[0.006503] (freespace_planner) JobStarted: {'identifier': 'freespace_planner'}
[0.098798] (-) TimerEvent: {}
[0.150680] (freespace_planner) JobProgress: {'identifier': 'freespace_planner', 'progress': 'cmake'}
[0.151243] (freespace_planner) JobProgress: {'identifier': 'freespace_planner', 'progress': 'build'}
