[0.000000] (-) TimerEvent: {}
[0.002944] (-) JobUnselected: {'identifier': 'mpc_follower'}
[0.002969] (-) JobUnselected: {'identifier': 'mqtt_socket'}
[0.002993] (-) JobUnselected: {'identifier': 'multi_lidar_calibrator'}
[0.003034] (-) JobUnselected: {'identifier': 'naive_motion_predict'}
[0.003059] (-) JobUnselected: {'identifier': 'ndt_cpu'}
[0.003088] (-) JobUnselected: {'identifier': 'ndt_tku'}
[0.003148] (-) JobUnselected: {'identifier': 'obj_db'}
[0.003163] (-) JobUnselected: {'identifier': 'object_map'}
[0.003182] (-) JobUnselected: {'identifier': 'oculus_socket'}
[0.003197] (-) JobUnselected: {'identifier': 'op_global_planner'}
[0.003255] (-) JobUnselected: {'identifier': 'op_local_planner'}
[0.003271] (-) JobUnselected: {'identifier': 'op_planner'}
[0.003288] (-) JobUnselected: {'identifier': 'op_ros_helpers'}
[0.003303] (-) JobUnselected: {'identifier': 'op_simu'}
[0.003318] (-) JobUnselected: {'identifier': 'op_simulation_package'}
[0.003332] (-) JobUnselected: {'identifier': 'op_utilities'}
[0.003397] (-) JobUnselected: {'identifier': 'op_utility'}
[0.003412] (-) JobUnselected: {'identifier': 'pc2_downsampler'}
[0.003430] (-) JobUnselected: {'identifier': 'pcl_omp_registration'}
[0.003444] (-) JobUnselected: {'identifier': 'pixel_cloud_fusion'}
[0.003505] (-) JobUnselected: {'identifier': 'points2image'}
[0.003521] (-) JobUnselected: {'identifier': 'points_downsampler'}
[0.003539] (-) JobUnselected: {'identifier': 'points_preprocessor'}
[0.003553] (-) JobUnselected: {'identifier': 'pos_db'}
[0.003606] (-) JobUnselected: {'identifier': 'pure_pursuit'}
[0.003621] (-) JobUnselected: {'identifier': 'range_vision_fusion'}
[0.003639] (-) JobUnselected: {'identifier': 'road_occupancy_processor'}
[0.003654] (-) JobUnselected: {'identifier': 'roi_object_filter'}
[0.003934] (-) JobUnselected: {'identifier': 'ros_observer'}
[0.004095] (-) JobUnselected: {'identifier': 'rosbag_controller'}
[0.004156] (-) JobUnselected: {'identifier': 'rosinterface'}
[0.004211] (-) JobUnselected: {'identifier': 'runtime_manager'}
[0.004928] (-) JobUnselected: {'identifier': 'sound_player'}
[0.004954] (-) JobUnselected: {'identifier': 'state_machine_lib'}
[0.005011] (-) JobUnselected: {'identifier': 'system_monitor'}
[0.005033] (-) JobUnselected: {'identifier': 'tablet_socket'}
[0.005048] (-) JobUnselected: {'identifier': 'tablet_socket_msgs'}
[0.005067] (-) JobUnselected: {'identifier': 'trafficlight_recognizer'}
[0.005082] (-) JobUnselected: {'identifier': 'twist2odom'}
[0.005142] (-) JobUnselected: {'identifier': 'twist_filter'}
[0.005158] (-) JobUnselected: {'identifier': 'twist_gate'}
[0.005178] (-) JobUnselected: {'identifier': 'twist_generator'}
[0.005204] (-) JobUnselected: {'identifier': 'udon_socket'}
[0.005244] (-) JobUnselected: {'identifier': 'vector_map'}
[0.005265] (-) JobUnselected: {'identifier': 'vector_map_msgs'}
[0.005280] (-) JobUnselected: {'identifier': 'vector_map_server'}
[0.005299] (-) JobUnselected: {'identifier': 'vehicle_description'}
[0.005313] (-) JobUnselected: {'identifier': 'vehicle_engage_panel'}
[0.005950] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_interface'}
[0.005965] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_launcher'}
[0.005992] (-) JobUnselected: {'identifier': 'vehicle_model'}
[0.006033] (-) JobUnselected: {'identifier': 'vehicle_sim_model'}
[0.006055] (-) JobUnselected: {'identifier': 'vehicle_socket'}
[0.006070] (-) JobUnselected: {'identifier': 'vel_pose_diff_checker'}
[0.006089] (-) JobUnselected: {'identifier': 'vision_beyond_track'}
[0.006104] (-) JobUnselected: {'identifier': 'vision_darknet_detect'}
[0.006222] (-) JobUnselected: {'identifier': 'vision_lane_detect'}
[0.006239] (-) JobUnselected: {'identifier': 'vision_segment_enet_detect'}
[0.006257] (-) JobUnselected: {'identifier': 'vision_ssd_detect'}
[0.006284] (-) JobUnselected: {'identifier': 'way_planner'}
[0.006326] (-) JobUnselected: {'identifier': 'waypoint_maker'}
[0.006348] (-) JobUnselected: {'identifier': 'waypoint_planner'}
[0.006364] (-) JobUnselected: {'identifier': 'wf_simulator'}
[0.006385] (ndt_gpu) JobQueued: {'identifier': 'ndt_gpu', 'dependencies': OrderedDict([('autoware_build_flags', '/home/ros/autoware.ai/install/autoware_build_flags')])}
[0.006404] (ndt_gpu) JobStarted: {'identifier': 'ndt_gpu'}
[0.027541] (ndt_gpu) JobProgress: {'identifier': 'ndt_gpu', 'progress': 'cmake'}
