[0.000000] (-) TimerEvent: {}
[0.002050] (-) JobUnselected: {'identifier': 'gazebo_camera_description'}
[0.002066] (-) JobUnselected: {'identifier': 'gazebo_imu_description'}
[0.002081] (-) JobUnselected: {'identifier': 'gazebo_world_description'}
[0.002102] (-) JobUnselected: {'identifier': 'glviewer'}
[0.002118] (-) JobUnselected: {'identifier': 'gnss'}
[0.002136] (-) JobUnselected: {'identifier': 'gnss_localizer'}
[0.002151] (-) JobUnselected: {'identifier': 'graph_tools'}
[0.002177] (-) JobUnselected: {'identifier': 'image_processor'}
[0.002272] (-) JobUnselected: {'identifier': 'imm_ukf_pda_track'}
[0.002295] (-) JobUnselected: {'identifier': 'integrated_viewer'}
[0.002325] (-) JobUnselected: {'identifier': 'kitti_box_publisher'}
[0.002363] (-) JobUnselected: {'identifier': 'kitti_launch'}
[0.002379] (-) JobUnselected: {'identifier': 'kitti_player'}
[0.002465] (-) JobUnselected: {'identifier': 'lane_planner'}
[0.002482] (-) JobUnselected: {'identifier': 'lanelet2_extension'}
[0.002502] (-) JobUnselected: {'identifier': 'lanelet_aisan_converter'}
[0.002533] (-) JobUnselected: {'identifier': 'lattice_planner'}
[0.002560] (-) JobUnselected: {'identifier': 'lgsvl_simulator_bridge'}
[0.002616] (-) JobUnselected: {'identifier': 'libvectormap'}
[0.002637] (-) JobUnselected: {'identifier': 'libwaypoint_follower'}
[0.002651] (-) JobUnselected: {'identifier': 'lidar_apollo_cnn_seg_detect'}
[0.002670] (-) JobUnselected: {'identifier': 'lidar_euclidean_cluster_detect'}
[0.002685] (-) JobUnselected: {'identifier': 'lidar_fake_perception'}
[0.002924] (-) JobUnselected: {'identifier': 'lidar_kf_contour_track'}
[0.002983] (-) JobUnselected: {'identifier': 'lidar_localizer'}
[0.003033] (-) JobUnselected: {'identifier': 'lidar_naive_l_shape_detect'}
[0.003048] (-) JobUnselected: {'identifier': 'lidar_point_pillars'}
[0.003062] (-) JobUnselected: {'identifier': 'lidar_shape_estimation'}
[0.003076] (-) JobUnselected: {'identifier': 'll2_global_planner'}
[0.003099] (-) JobUnselected: {'identifier': 'log_tools'}
[0.003114] (-) JobUnselected: {'identifier': 'map_file'}
[0.003301] (-) JobUnselected: {'identifier': 'map_tf_generator'}
[0.003329] (-) JobUnselected: {'identifier': 'map_tools'}
[0.003370] (-) JobUnselected: {'identifier': 'marker_downsampler'}
[0.003392] (-) JobUnselected: {'identifier': 'mpc_follower'}
[0.003406] (-) JobUnselected: {'identifier': 'mqtt_socket'}
[0.003425] (-) JobUnselected: {'identifier': 'multi_lidar_calibrator'}
[0.003439] (-) JobUnselected: {'identifier': 'naive_motion_predict'}
[0.003536] (-) JobUnselected: {'identifier': 'ndt_cpu'}
[0.003594] (-) JobUnselected: {'identifier': 'ndt_gpu'}
[0.003615] (-) JobUnselected: {'identifier': 'ndt_tku'}
[0.003630] (-) JobUnselected: {'identifier': 'obj_db'}
[0.003743] (-) JobUnselected: {'identifier': 'object_map'}
[0.003758] (-) JobUnselected: {'identifier': 'oculus_socket'}
[0.003789] (-) JobUnselected: {'identifier': 'op_global_planner'}
[0.003804] (-) JobUnselected: {'identifier': 'op_local_planner'}
[0.003829] (-) JobUnselected: {'identifier': 'op_planner'}
[0.003844] (-) JobUnselected: {'identifier': 'op_ros_helpers'}
[0.004369] (-) JobUnselected: {'identifier': 'op_simu'}
[0.004511] (-) JobUnselected: {'identifier': 'op_simulation_package'}
[0.004542] (-) JobUnselected: {'identifier': 'op_utilities'}
[0.004568] (-) JobUnselected: {'identifier': 'op_utility'}
[0.004594] (-) JobUnselected: {'identifier': 'pc2_downsampler'}
[0.004621] (-) JobUnselected: {'identifier': 'pcl_omp_registration'}
[0.004645] (-) JobUnselected: {'identifier': 'pixel_cloud_fusion'}
[0.004674] (-) JobUnselected: {'identifier': 'points2image'}
[0.004699] (-) JobUnselected: {'identifier': 'points_downsampler'}
[0.004724] (-) JobUnselected: {'identifier': 'points_preprocessor'}
[0.004748] (-) JobUnselected: {'identifier': 'pos_db'}
[0.004773] (-) JobUnselected: {'identifier': 'pure_pursuit'}
[0.004797] (-) JobUnselected: {'identifier': 'range_vision_fusion'}
[0.004821] (-) JobUnselected: {'identifier': 'road_occupancy_processor'}
[0.004846] (-) JobUnselected: {'identifier': 'roi_object_filter'}
[0.004870] (-) JobUnselected: {'identifier': 'ros_observer'}
[0.004894] (-) JobUnselected: {'identifier': 'rosbag_controller'}
[0.004919] (-) JobUnselected: {'identifier': 'rosinterface'}
[0.004943] (-) JobUnselected: {'identifier': 'runtime_manager'}
[0.004996] (-) JobUnselected: {'identifier': 'sound_player'}
[0.005025] (-) JobUnselected: {'identifier': 'state_machine_lib'}
[0.005040] (-) JobUnselected: {'identifier': 'system_monitor'}
[0.005093] (-) JobUnselected: {'identifier': 'tablet_socket'}
[0.005142] (-) JobUnselected: {'identifier': 'tablet_socket_msgs'}
[0.005167] (-) JobUnselected: {'identifier': 'trafficlight_recognizer'}
[0.005197] (-) JobUnselected: {'identifier': 'twist2odom'}
[0.005227] (-) JobUnselected: {'identifier': 'twist_filter'}
[0.005271] (-) JobUnselected: {'identifier': 'twist_gate'}
[0.005292] (-) JobUnselected: {'identifier': 'twist_generator'}
[0.005307] (-) JobUnselected: {'identifier': 'udon_socket'}
[0.005325] (-) JobUnselected: {'identifier': 'vector_map'}
[0.005340] (-) JobUnselected: {'identifier': 'vector_map_msgs'}
[0.005401] (-) JobUnselected: {'identifier': 'vector_map_server'}
[0.005417] (-) JobUnselected: {'identifier': 'vehicle_description'}
[0.005435] (-) JobUnselected: {'identifier': 'vehicle_engage_panel'}
[0.005458] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_interface'}
[0.005488] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_launcher'}
[0.005527] (-) JobUnselected: {'identifier': 'vehicle_model'}
[0.005548] (-) JobUnselected: {'identifier': 'vehicle_sim_model'}
[0.005563] (-) JobUnselected: {'identifier': 'vehicle_socket'}
[0.005580] (-) JobUnselected: {'identifier': 'vel_pose_diff_checker'}
[0.005595] (-) JobUnselected: {'identifier': 'vision_beyond_track'}
[0.005652] (-) JobUnselected: {'identifier': 'vision_darknet_detect'}
[0.005668] (-) JobUnselected: {'identifier': 'vision_lane_detect'}
[0.005686] (-) JobUnselected: {'identifier': 'vision_segment_enet_detect'}
[0.005701] (-) JobUnselected: {'identifier': 'vision_ssd_detect'}
[0.005726] (-) JobUnselected: {'identifier': 'way_planner'}
[0.005765] (-) JobUnselected: {'identifier': 'waypoint_maker'}
[0.005786] (-) JobUnselected: {'identifier': 'waypoint_planner'}
[0.005801] (-) JobUnselected: {'identifier': 'wf_simulator'}
[0.005820] (freespace_planner) JobQueued: {'identifier': 'freespace_planner', 'dependencies': OrderedDict([('autoware_build_flags', '/home/ros/autoware.ai/install/autoware_build_flags'), ('autoware_lanelet2_msgs', '/home/ros/autoware.ai/install/autoware_lanelet2_msgs'), ('autoware_msgs', '/home/ros/autoware.ai/install/autoware_msgs'), ('vector_map_msgs', '/home/ros/autoware.ai/install/vector_map_msgs'), ('amathutils_lib', '/home/ros/autoware.ai/install/amathutils_lib'), ('astar_search', '/home/ros/autoware.ai/install/astar_search'), ('vector_map', '/home/ros/autoware.ai/install/vector_map'), ('lanelet2_extension', '/home/ros/autoware.ai/install/lanelet2_extension'), ('libwaypoint_follower', '/home/ros/autoware.ai/install/libwaypoint_follower'), ('vector_map_server', '/home/ros/autoware.ai/install/vector_map_server'), ('map_file', '/home/ros/autoware.ai/install/map_file'), ('op_utility', '/home/ros/autoware.ai/install/op_utility'), ('op_planner', '/home/ros/autoware.ai/install/op_planner'), ('op_simu', '/home/ros/autoware.ai/install/op_simu'), ('op_ros_helpers', '/home/ros/autoware.ai/install/op_ros_helpers')])}
[0.006149] (freespace_planner) JobStarted: {'identifier': 'freespace_planner'}
[0.099191] (-) TimerEvent: {}
[0.163697] (freespace_planner) JobProgress: {'identifier': 'freespace_planner', 'progress': 'cmake'}
[0.164254] (freespace_planner) JobProgress: {'identifier': 'freespace_planner', 'progress': 'build'}
