[0.000000] (-) TimerEvent: {}
[0.002601] (-) JobUnselected: {'identifier': 'lidar_naive_l_shape_detect'}
[0.002614] (-) JobUnselected: {'identifier': 'lidar_shape_estimation'}
[0.002626] (-) JobUnselected: {'identifier': 'll2_global_planner'}
[0.002638] (-) JobUnselected: {'identifier': 'log_tools'}
[0.002652] (-) JobUnselected: {'identifier': 'map_file'}
[0.002670] (-) JobUnselected: {'identifier': 'map_tf_generator'}
[0.002724] (-) JobUnselected: {'identifier': 'map_tools'}
[0.002739] (-) JobUnselected: {'identifier': 'marker_downsampler'}
[0.002755] (-) JobUnselected: {'identifier': 'mpc_follower'}
[0.002769] (-) JobUnselected: {'identifier': 'mqtt_socket'}
[0.002793] (-) JobUnselected: {'identifier': 'multi_lidar_calibrator'}
[0.002830] (-) JobUnselected: {'identifier': 'naive_motion_predict'}
[0.002850] (-) JobUnselected: {'identifier': 'ndt_cpu'}
[0.002864] (-) JobUnselected: {'identifier': 'ndt_gpu'}
[0.002881] (-) JobUnselected: {'identifier': 'ndt_tku'}
[0.002893] (-) JobUnselected: {'identifier': 'obj_db'}
[0.002905] (-) JobUnselected: {'identifier': 'object_map'}
[0.002916] (-) JobUnselected: {'identifier': 'oculus_socket'}
[0.002928] (-) JobUnselected: {'identifier': 'op_global_planner'}
[0.002940] (-) JobUnselected: {'identifier': 'op_local_planner'}
[0.002952] (-) JobUnselected: {'identifier': 'op_planner'}
[0.002963] (-) JobUnselected: {'identifier': 'op_ros_helpers'}
[0.002975] (-) JobUnselected: {'identifier': 'op_simu'}
[0.002986] (-) JobUnselected: {'identifier': 'op_simulation_package'}
[0.002998] (-) JobUnselected: {'identifier': 'op_utilities'}
[0.003009] (-) JobUnselected: {'identifier': 'op_utility'}
[0.003023] (-) JobUnselected: {'identifier': 'pc2_downsampler'}
[0.003037] (-) JobUnselected: {'identifier': 'pcl_omp_registration'}
[0.003057] (-) JobUnselected: {'identifier': 'pixel_cloud_fusion'}
[0.003265] (-) JobUnselected: {'identifier': 'points2image'}
[0.003292] (-) JobUnselected: {'identifier': 'points_downsampler'}
[0.003331] (-) JobUnselected: {'identifier': 'points_preprocessor'}
[0.003351] (-) JobUnselected: {'identifier': 'pos_db'}
[0.003365] (-) JobUnselected: {'identifier': 'pure_pursuit'}
[0.003382] (-) JobUnselected: {'identifier': 'range_vision_fusion'}
[0.003394] (-) JobUnselected: {'identifier': 'road_occupancy_processor'}
[0.003406] (-) JobUnselected: {'identifier': 'roi_object_filter'}
[0.003418] (-) JobUnselected: {'identifier': 'ros_observer'}
[0.003430] (-) JobUnselected: {'identifier': 'rosbag_controller'}
[0.003442] (-) JobUnselected: {'identifier': 'rosinterface'}
[0.003453] (-) JobUnselected: {'identifier': 'runtime_manager'}
[0.003465] (-) JobUnselected: {'identifier': 'sound_player'}
[0.003477] (-) JobUnselected: {'identifier': 'state_machine_lib'}
[0.003488] (-) JobUnselected: {'identifier': 'system_monitor'}
[0.003500] (-) JobUnselected: {'identifier': 'tablet_socket'}
[0.003512] (-) JobUnselected: {'identifier': 'tablet_socket_msgs'}
[0.003523] (-) JobUnselected: {'identifier': 'trafficlight_recognizer'}
[0.003536] (-) JobUnselected: {'identifier': 'twist2odom'}
[0.003550] (-) JobUnselected: {'identifier': 'twist_filter'}
[0.003570] (-) JobUnselected: {'identifier': 'twist_gate'}
[0.003682] (-) JobUnselected: {'identifier': 'twist_generator'}
[0.003708] (-) JobUnselected: {'identifier': 'udon_socket'}
[0.003747] (-) JobUnselected: {'identifier': 'vector_map'}
[0.003767] (-) JobUnselected: {'identifier': 'vector_map_msgs'}
[0.003781] (-) JobUnselected: {'identifier': 'vector_map_server'}
[0.003798] (-) JobUnselected: {'identifier': 'vehicle_description'}
[0.003811] (-) JobUnselected: {'identifier': 'vehicle_engage_panel'}
[0.003823] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_interface'}
[0.003834] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_launcher'}
[0.003926] (-) JobUnselected: {'identifier': 'vehicle_model'}
[0.003950] (-) JobUnselected: {'identifier': 'vehicle_sim_model'}
[0.003987] (-) JobUnselected: {'identifier': 'vehicle_socket'}
[0.004007] (-) JobUnselected: {'identifier': 'vel_pose_diff_checker'}
[0.004021] (-) JobUnselected: {'identifier': 'vision_beyond_track'}
[0.004038] (-) JobUnselected: {'identifier': 'vision_darknet_detect'}
[0.004050] (-) JobUnselected: {'identifier': 'vision_lane_detect'}
[0.004062] (-) JobUnselected: {'identifier': 'vision_segment_enet_detect'}
[0.004074] (-) JobUnselected: {'identifier': 'vision_ssd_detect'}
[0.004088] (-) JobUnselected: {'identifier': 'way_planner'}
[0.004104] (-) JobUnselected: {'identifier': 'waypoint_maker'}
[0.004200] (-) JobUnselected: {'identifier': 'waypoint_planner'}
[0.004229] (-) JobUnselected: {'identifier': 'wf_simulator'}
[0.004245] (lidar_point_pillars) JobQueued: {'identifier': 'lidar_point_pillars', 'dependencies': OrderedDict([('autoware_build_flags', '/home/ros/autoware.ai/install/autoware_build_flags'), ('autoware_msgs', '/home/ros/autoware.ai/install/autoware_msgs')])}
[0.004273] (lidar_point_pillars) JobStarted: {'identifier': 'lidar_point_pillars'}
[0.038949] (lidar_point_pillars) JobProgress: {'identifier': 'lidar_point_pillars', 'progress': 'cmake'}
[0.039771] (lidar_point_pillars) JobProgress: {'identifier': 'lidar_point_pillars', 'progress': 'build'}
